notification_id,user_id,title,message,is_read
38acc807-41a0-4844-b76e-f303abf84f8d,f3f25540-7fce-46d3-9c91-ed92de824020,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account hub.pooja.5@agrilink.in.,False
7bd663ea-8709-454f-bc4a-b47afa835a9d,7c9212ba-ba2e-42f0-8438-e76096a96dc7,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.neha.84@agrilink.in.,True
25275c46-aacd-4adc-bf26-5ae3850c9dce,e725698a-73ff-4a06-83df-dacf46a96813,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account buyer.rakshith.66@gmail.com.,True
8f9f38d8-c2d4-45db-aa54-a91463ef8d14,4b67a9d8-3a5b-4900-84fd-a67efbb88b7f,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.aditya.77@agrilink.in.,True
af257de9-2070-41d6-b2f5-978b30fcf404,7700709f-d0c8-4a98-8b3a-bba5da377121,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account buyer.lakshmi.50@gmail.com.,True
a2fe4456-7824-4a58-a139-e0fc309b616c,0e9845a6-c188-4c7a-bf3f-4490ff159bfc,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account buyer.chetan.94@gmail.com.,False
455f250f-f70c-4358-a033-3e5fba2bcc1b,c6516e97-1794-4415-8b3f-2dc3fe0c93cd,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.girish.22@agrilink.in.,False
2a08aff3-dddc-4760-bc4c-cb734cbf5fe4,983fcee0-0e77-4bcb-817a-e993350bab88,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account farmer.priya.117@agrilink.in.,False
cf267859-bc5f-4e1a-8094-da027f28f1f8,f1247134-bff8-4a82-9923-7b7ddcf8a8e2,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.bharath.45@agrilink.in.,False
13ff6d72-8272-4a3b-ad66-93f69ba0e8f6,deb587ae-3a92-4b8d-8250-53de3d4bd97d,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.varun.57@agrilink.in.,False
48ac6a8f-2ae7-4af8-8d1a-4044e2668a52,c6516e97-1794-4415-8b3f-2dc3fe0c93cd,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.girish.22@agrilink.in.,True
c5d83171-07b9-4f65-baeb-1d4734b8213c,904c78bb-6e29-439c-a308-5f4b0df0acf4,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account farmer.suresh.127@agrilink.in.,False
a0431827-2d66-4b19-942f-267892ba467a,4687b625-4367-44c2-8324-06c12ed53082,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.gautam.145@agrilink.in.,True
48c0a4f8-68d8-4618-9a24-7623ac50ab58,97125298-fec2-4da9-87a6-336595636994,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.gowramma.114@agrilink.in.,True
545e79e1-d375-49c1-8431-5a753287d874,6ece3927-e8b8-4a98-a58d-70519d24c1be,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account buyer.deepak.43@gmail.com.,True
cded0945-7fb1-4f2a-b332-aa633fb758f1,4a28ef9c-ee7a-477a-82b7-ada32b72da22,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account buyer.shilpa.85@gmail.com.,True
4c483d45-8df1-47b8-b8c1-68e562ad5990,1fc8658c-21f7-4360-8240-d5a3e810318a,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account buyer.darshan.53@gmail.com.,False
8c1aff82-2f16-408c-95cf-7ea6e912809d,a22e6049-6f99-43f8-93f5-4d4e5e1ce7a8,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.roopa.23@agrilink.in.,False
ddbdafee-a59c-4eca-936a-b7bb7cb444aa,0fa5e7a4-a3d7-4f9f-9e3c-b64ef46391c9,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.sunitha.144@agrilink.in.,False
87fa4e41-2473-42fb-a382-accf34db7f83,1c4cf2bc-ef56-463a-9b96-09672c27ee20,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account buyer.darshan.46@gmail.com.,True
7c6e3f2b-d54c-4437-aa72-5d4d7e671573,22c82d70-baf1-4470-bfdc-b1a9bc5f419b,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.suresh.135@agrilink.in.,False
b2c7e76f-7ce9-4f08-ae7e-b975fe388891,8615918e-0367-4f8d-b23b-5d33b313d851,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.gowramma.13@agrilink.in.,False
88b0a658-8d14-4837-b1d7-2d894ba142c1,4e465036-3cdb-4687-b9a1-25ec9d79ef85,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account hub.gowramma.11@agrilink.in.,True
f04a4b72-5804-4205-a48b-5080d348323a,7aa8c827-7f78-498e-b07f-3ae4780f1aff,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.siddarama.33@agrilink.in.,True
b53482ad-4bec-4363-88eb-b60a97fc42e9,cd5a064f-9747-4b08-886f-3c4fd0cf5a44,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.bharath.78@agrilink.in.,False
5ded9e8e-305d-46eb-84bd-3266a3e34a11,e2db7302-d399-4016-affc-153bbcc41974,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.suresh.52@agrilink.in.,True
e2049608-4315-4b79-a3e2-33ab704004b8,6737f810-5e6b-4d03-b315-c31d1df4199f,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.manjunath.81@agrilink.in.,True
e47c2c92-7793-4d2f-b54d-a8049d5fa073,1fab75d2-19aa-4cbe-bc0c-da5c5a3ff437,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.rahul.124@agrilink.in.,False
66cfc792-6117-49a6-a915-0de726b02dd3,a616ce3d-96de-4a53-a404-a7cb2f6ca660,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account hub.bharath.27@agrilink.in.,True
7228414a-1b9c-4116-a717-8ec43f4fa37e,b0c8c6d2-b5b9-4390-bee5-50c84875728f,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.siddarama.0@agrilink.in.,True
22517b74-db5b-4035-9478-89c5c51cc1ee,ab82a9c8-9012-4c06-b8ee-149440135336,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.karthik.113@agrilink.in.,True
cb5544f5-87c6-476e-9598-5fde5e20694b,b5fb5987-cf92-45aa-ac68-a63535aaf2ee,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account buyer.venkatesh.54@gmail.com.,True
27d43307-8935-4367-920c-9a091dffeacf,6c2e7090-8602-4df1-bdf0-9c6410ac427a,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account hub.varun.6@agrilink.in.,True
17075499-8e1d-41fb-a746-7aa923b3de00,b3084ea0-8618-4bd8-86f6-8ebe482d44cd,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.lakshmi.21@agrilink.in.,True
8912b7f0-493e-4f21-ae72-0dc4868b549d,995836e8-8959-476b-9cfb-f1d040e62750,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.chandrashekar.132@agrilink.in.,False
1e6a69a1-de76-4c65-b727-5427fc5760f6,4b67a9d8-3a5b-4900-84fd-a67efbb88b7f,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.aditya.77@agrilink.in.,False
cbac35ce-97a4-4f6f-ac7c-9d8c91ccd013,fddc076e-1abc-4b41-8dc5-e111ea368eaf,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account ops.priya.14@agrilink.in.,False
1e1ff33d-3b8f-47e2-a164-882429b68b2d,ef9ac141-549f-413a-8676-22702ec1ce11,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.prajwal.11@agrilink.in.,True
2131a751-d0df-4fec-9725-1943bc3be0b4,f1247134-bff8-4a82-9923-7b7ddcf8a8e2,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.bharath.45@agrilink.in.,True
c01242cd-24af-428b-af84-575ca8505426,f84df46d-e323-4e22-bec3-ff2bd152ccd4,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account farmer.darshan.109@agrilink.in.,True
5f28653c-c0f0-40d9-9c22-d1494f12e028,904c78bb-6e29-439c-a308-5f4b0df0acf4,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.suresh.127@agrilink.in.,True
4a57fdff-aa94-4d92-bf00-11102d1128f0,a3f01b2a-ddb3-4d55-b263-b07c775dd1da,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account farmer.deepak.83@agrilink.in.,True
d12fb00d-4a34-44ac-9509-f1df65566e42,0b0a991b-00e2-45d4-881d-5b369c8de8eb,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account buyer.darshan.58@gmail.com.,True
da517e46-238a-4e54-ac18-e035b79ae5a2,f84df46d-e323-4e22-bec3-ff2bd152ccd4,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.darshan.109@agrilink.in.,True
2ef8512b-8faa-4137-a4fd-68b770f967a3,0b0a991b-00e2-45d4-881d-5b369c8de8eb,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account buyer.darshan.58@gmail.com.,False
9df0aa17-670b-43da-bbab-407a9a0aa259,ab4b2612-4079-40e5-91e2-cf4538e6d1cc,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account farmer.shilpa.95@agrilink.in.,True
ee0b43fb-2f00-44f8-854c-94d1ddda6fe4,d897d730-6fea-48d8-8eca-3b287c08ff94,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.suresh.130@agrilink.in.,True
707d2ec2-d405-4f81-8ee7-8fee5837a7b7,4e465036-3cdb-4687-b9a1-25ec9d79ef85,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account hub.gowramma.11@agrilink.in.,False
361a2640-6599-4ea2-9b9b-1996e6b7774a,c62aefb7-99a1-470d-a739-2548c56f037b,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account buyer.shiva.20@gmail.com.,True
702e433f-3313-428a-a6fc-9d1d7f4a1f56,908ea461-c626-49b6-8e23-f4bce8d99406,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account buyer.lakshmi.34@gmail.com.,False
c087c6d3-a0f5-4428-9332-bfad7bf72ed9,6faddf13-c939-4c3c-8832-21e2c5708f4e,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account hub.venkatesh.3@agrilink.in.,False
3542f126-c143-4d21-9bad-a2ada2836c12,79af261d-2d26-4762-b060-cdf35c6475ce,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.lakshmi.63@agrilink.in.,True
c1f14f7c-6773-4fcf-9592-a134a6ab8a3f,a7022217-17e5-4e35-9744-8361f0f19821,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account buyer.girish.69@gmail.com.,True
37d9c4fc-729d-4f31-9faf-e9a94928ed4d,f0567104-3984-4f39-b1e2-e98e4f20526f,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account farmer.rakshith.16@agrilink.in.,True
f24d5bcd-db4b-4e81-898c-8f010e69deec,f343ebb2-5f9d-47c3-b022-adfd5d61f8dc,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.priya.148@agrilink.in.,True
8ff236ba-bbd6-4ed5-a89b-e3705749ddfa,e615ddf3-797c-499c-9d7f-9ee782fd0b07,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account ops.deepak.10@agrilink.in.,False
a3b47eca-b8c6-459d-bd65-9b31a1959834,b5b2acc4-c5f6-41f8-8aaa-1ec5b30860df,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.aditya.32@agrilink.in.,True
86710fde-283d-4fda-981e-801008eb5915,6934ce95-9ac3-4a65-89c6-c26a11ddf92a,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account buyer.bharath.97@gmail.com.,True
f8e34d2c-56cd-4d33-987c-cd00a7f623df,12ef2652-9bb5-4163-89be-9178de5fbf14,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.pooja.64@agrilink.in.,True
90ccfd89-b56f-4a22-8a2a-5deb46071050,68f4e697-d0d1-4fd0-ae20-9d77ab7abace,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account hub.aditya.25@agrilink.in.,True
63ae214a-0346-4cef-b601-057c7684bd1c,b3084ea0-8618-4bd8-86f6-8ebe482d44cd,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.lakshmi.21@agrilink.in.,True
421cec6d-6239-4b73-9bbc-6c840fa47700,06b2bfe7-297e-4465-8971-0f7a01b8c2b8,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.karthik.1@agrilink.in.,False
70378e29-2246-4c25-8d11-821c871a8d39,93dd4eab-3d90-453e-bf2f-01889e54202c,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account ops.suresh.2@agrilink.in.,True
341ccd81-7dba-4952-afe4-7b3751eb299a,33844492-6f7e-4bcd-821b-d6686fd0d6a2,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account farmer.harish.139@agrilink.in.,False
fccfec69-8067-4d7b-a8ec-dbcd3d402355,f07e4d0a-d6c0-470b-a666-2fbcb200169d,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.roopa.138@agrilink.in.,True
d4df460e-1a54-4895-9389-942e45547128,cc534bc4-3c3b-4b17-8257-3b59d6c2eb5e,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account farmer.tejas.53@agrilink.in.,False
e5db9ada-e1a3-4655-99c9-691e5fcff3e5,8354a6bd-1e0c-4873-ba9b-1907f42db022,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.meghana.94@agrilink.in.,True
b0c38443-79ef-4667-ab7e-08340b94cd18,368152d3-2bbc-4220-ae10-b907419844b6,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account buyer.aditya.42@gmail.com.,True
dacd011b-159b-4563-a28a-441443372f82,e725698a-73ff-4a06-83df-dacf46a96813,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account buyer.rakshith.66@gmail.com.,True
bf17ad99-47d6-4c79-b1ee-c87ecb350534,68f4e697-d0d1-4fd0-ae20-9d77ab7abace,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account hub.aditya.25@agrilink.in.,True
113da5a3-1a5b-4deb-bdfa-541f49789554,b705c6ef-f836-457c-b08a-ad01a91f1c9e,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account ops.prajwal.17@agrilink.in.,True
58b28b2b-b2be-4217-a1d5-cbac59be5774,adc8746c-b2c8-4b62-abc7-78a0fc2967f6,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account ops.chetan.1@agrilink.in.,False
ba8f3460-baa4-4fa3-bdb1-9b2b6a0750e7,6ec97c20-5060-4cb6-977b-e22106b4c7a2,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account hub.sowmya.9@agrilink.in.,True
fd652c71-ae94-4605-89ee-8c4db115d8fc,14e0229e-740d-4749-8f87-c84ae44563b9,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account buyer.tejas.9@gmail.com.,False
d8b41e3a-5d3c-4c95-836e-b3d86b0acb0a,bff6c93b-2463-4ffe-ae1f-684344088eca,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account buyer.shiva.24@gmail.com.,False
238b6e4d-4912-4447-a0bf-95d808bf5595,d8991e0a-550a-40f2-ac3a-6bb411f7b244,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account buyer.harish.10@gmail.com.,True
72e17b97-dd6b-45b4-bfbd-00180236e005,79af261d-2d26-4762-b060-cdf35c6475ce,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.lakshmi.63@agrilink.in.,True
966d2777-9646-4430-8204-4fadec88f92b,a4f07f92-3935-487a-8d08-32acb720da27,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account farmer.gautam.92@agrilink.in.,True
efa6239d-94fe-479c-86a5-9da335595efe,0e9845a6-c188-4c7a-bf3f-4490ff159bfc,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account buyer.chetan.94@gmail.com.,True
4bf64dc8-47e7-4019-a79a-4f3b849dfee7,9f533436-cee1-440e-b86f-fe34a021f6a2,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account buyer.sowmya.45@gmail.com.,False
1f8dc155-563b-4bbe-803c-d025f2e73e6d,f7c9b1e4-2815-475e-bdf2-960772bb42fb,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account farmer.gautam.58@agrilink.in.,False
6288d0c6-cb12-4442-8d55-3302c1f79b26,94e91b9f-e0f3-4dbc-a22a-fb492b9bbed5,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.pavitra.40@agrilink.in.,True
9a4d8b76-e9cd-4cb0-8357-b56fb3dea67b,bbc80609-7b21-4e43-9c2b-b645e36980fc,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account farmer.girish.31@agrilink.in.,True
5100f93d-5df0-4f16-981f-b6f38eb8cdd4,68f4e697-d0d1-4fd0-ae20-9d77ab7abace,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account hub.aditya.25@agrilink.in.,False
3c3ed0fd-87b7-4680-bc7e-877500477a3f,70c26370-a9dd-46db-9a96-22801ad48490,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.sowmya.106@agrilink.in.,False
48811900-af22-4834-8787-6446a0cb260e,904c78bb-6e29-439c-a308-5f4b0df0acf4,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.suresh.127@agrilink.in.,True
c4414c8e-ce6c-4bea-98fe-32873a676e02,12ef2652-9bb5-4163-89be-9178de5fbf14,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account farmer.pooja.64@agrilink.in.,True
beadff51-1c1c-444d-b306-8f765dbf5cf2,639f6233-fbdc-4078-bf1b-7f8d54f1f70f,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account ops.pooja.16@agrilink.in.,False
91251f81-4e65-4a77-8891-a43d1d367b8d,57004c9d-56fe-48e9-9399-d278ccd80478,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account buyer.karthik.40@gmail.com.,True
1d96e290-d2d2-4c37-9ce2-150859a21f6f,b3bfe8f1-e9f1-4d3b-a015-0adf1b1e0cfc,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account buyer.aditya.44@gmail.com.,True
bb28963f-70fe-42fb-b497-767e3b9178c5,4c2f58be-a9b8-4746-aed0-60a86540795c,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account farmer.vinay.25@agrilink.in.,True
de4a2e1b-8e76-49e5-9769-58e93733dd3c,7a1144c9-05f0-43b7-8ea4-b8769892f0b0,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account ops.meghana.13@agrilink.in.,True
6f68431f-a2e8-49a6-9380-4b3e0c5810ac,e386a3c5-3a6c-498a-9a5d-5a6ea42112bf,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account buyer.basavaraj.2@gmail.com.,True
f85c0b38-3a1a-40f9-80f6-eb357fd97f01,80f474dd-8393-4748-9ec9-5c7c1dcd9c8f,Yelahanka Hub Order Dispatched,AgriLink North Bengaluru update for account farmer.nandini.128@agrilink.in.,True
790dc535-e603-439d-b966-6c3fb050ae58,bfa65fe6-cae4-4468-a097-7eff86b15702,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account buyer.shiva.0@gmail.com.,False
954ffd13-a18f-4461-b5c8-4b8a46c72a19,4837746c-8912-46b7-a007-bd55d1f12b64,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.chandrashekar.140@agrilink.in.,True
139cc189-f450-434d-a9de-1262e70e4828,3b67a860-8524-4b75-8aa4-dcf1574ad09c,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account buyer.sneha.72@gmail.com.,False
9b6116b3-6164-472f-8eb9-32bc0dfd4b81,09dd2bed-32b2-4101-b940-fbc64f851b14,North BLR Morning Harvest In Stock,AgriLink North Bengaluru update for account buyer.girish.60@gmail.com.,False
595d6caf-64be-4459-af99-6d1cf75f77fd,e80e0b0b-349f-454d-a204-881b2021f2c2,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account buyer.rahul.73@gmail.com.,True
5b3dbb50-6034-4a28-9b63-f26aabbaedc2,11d257ed-3c00-4188-9366-1077198a55dc,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.aditya.7@agrilink.in.,False
c539f820-66be-4fb6-b2bd-2c86dfb7a83e,e725698a-73ff-4a06-83df-dacf46a96813,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account buyer.rakshith.66@gmail.com.,False
eb4d540b-5498-4a6c-b2ad-5a9c160067ab,a0f236c9-24b6-48c0-ad49-aa5b5eec158e,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account buyer.rahul.76@gmail.com.,True
124693b9-7873-47ff-8175-ffdac05bcec4,adc8cc83-49af-446e-ac88-74f36ebd5673,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.siddarama.14@agrilink.in.,False
ca51c238-4a14-4278-8e74-7825ea95f8ec,5e70f21a-b105-443c-a6b1-75c5b4fecdea,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account buyer.anand.7@gmail.com.,True
333ef2f2-afa8-42b3-83bc-ef133bdcf32c,2ebd00b4-691a-4ebe-8c04-030a741e9a91,Mandi Price Update for North Bengaluru,AgriLink North Bengaluru update for account farmer.prajwal.98@agrilink.in.,True
d6de0545-cc2e-4206-9018-20e65d5de7e2,adc8cc83-49af-446e-ac88-74f36ebd5673,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.siddarama.14@agrilink.in.,True
47fc5c77-af94-4351-af93-d537e94df4f3,1fab75d2-19aa-4cbe-bc0c-da5c5a3ff437,Farmer Direct Payout Credited,AgriLink North Bengaluru update for account farmer.rahul.124@agrilink.in.,False
46388c8e-1a2c-4283-b5e4-c63766df84cc,3a58b2ff-4687-4371-bc69-57610a6a50c5,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account buyer.rakshith.57@gmail.com.,True
0a0a49bc-08e7-4199-a17b-6c22e3a609f5,8354a6bd-1e0c-4873-ba9b-1907f42db022,Manyata Tech Park Express Slot Available,AgriLink North Bengaluru update for account farmer.meghana.94@agrilink.in.,False
