user_id,role_id,location_id,email,phone,full_name,is_active
d2a05813-016c-48c2-a0e9-1d06f64811f6,11111111-1111-1111-1111-111111111111,7694ffa6-719a-4abc-b6c7-539ab34d8871,farmer.tejas.42@agrilink.in,+919814818295,Tejas Deshpande (Farmer),True
95545331-ca94-41b7-8594-e495117705a0,11111111-1111-1111-1111-111111111111,1f05724b-c65d-4f92-be9f-0727d6f4afff,farmer.venkatesh.43@agrilink.in,+919895060193,Venkatesh Chari (Farmer),True
9b451cb4-f743-4d3f-816d-a76bda968155,11111111-1111-1111-1111-111111111111,4e27a5e5-72bb-4abd-acd7-e544ad672ac3,farmer.rakshith.44@agrilink.in,+919853536830,Rakshith Gowda (Farmer),True
f1247134-bff8-4a82-9923-7b7ddcf8a8e2,11111111-1111-1111-1111-111111111111,8f265c19-965c-4cf3-8173-d9bbd5ea8bcf,farmer.bharath.45@agrilink.in,+919881291936,Bharath Bhat (Farmer),True
1c0796b7-e425-4c6a-b470-2cb7ae74f4e2,11111111-1111-1111-1111-111111111111,1031e818-9276-403b-8205-c044c508c560,farmer.venkatesh.46@agrilink.in,+919842323627,Venkatesh Acharya (Farmer),True
50bdb802-6822-4f64-87b6-92ef8bc5d549,11111111-1111-1111-1111-111111111111,5137427d-7ad1-4e69-bb36-800b24e4917a,farmer.karthik.47@agrilink.in,+919844269370,Karthik Murthy (Farmer),True
138b19df-c988-43e7-951c-fb9dda52f167,11111111-1111-1111-1111-111111111111,bf99d3de-1ed1-411b-abeb-a13fcd4ea12f,farmer.anand.48@agrilink.in,+919888862539,Anand Kulkarni (Farmer),True
2c350dbe-2cc2-4c88-a03c-a68fb06ae387,11111111-1111-1111-1111-111111111111,a37896b0-2734-4129-8f58-7fa5b4f66fac,farmer.rakshith.49@agrilink.in,+919874855088,Rakshith Rao (Farmer),True
af7e8dc1-2af4-40d9-8be9-186df509796d,11111111-1111-1111-1111-111111111111,999f86cd-23da-4ec7-bd41-27dda04fe8e5,farmer.darshan.50@agrilink.in,+919846840133,Darshan Gowda (Farmer),True
d8b1aefd-a7a2-4621-9e0e-e03d2db7f6df,11111111-1111-1111-1111-111111111111,becb3e94-fdc2-4b85-928f-958b8b5651ee,farmer.chetan.51@agrilink.in,+919895445405,Chetan Swamy (Farmer),True
e2db7302-d399-4016-affc-153bbcc41974,11111111-1111-1111-1111-111111111111,033a7a16-3b67-4f5d-aaae-2cfdcebec023,farmer.suresh.52@agrilink.in,+919814478111,Suresh Naik (Farmer),True
cc534bc4-3c3b-4b17-8257-3b59d6c2eb5e,11111111-1111-1111-1111-111111111111,d430e2c2-20af-41b1-814b-7f5361c2bfaf,farmer.tejas.53@agrilink.in,+919836950221,Tejas Chari (Farmer),True
9b9899a0-0fd4-4c49-a9fc-9c0b34b62dc3,11111111-1111-1111-1111-111111111111,382521ad-0ad9-492d-8c9c-56dd781fa941,farmer.priya.54@agrilink.in,+919844489940,Priya Murthy (Farmer),True
97f0a995-6775-4245-aec0-56b97ccf3249,11111111-1111-1111-1111-111111111111,b46042e1-94c8-4586-b854-8ae87b6760d4,farmer.girish.55@agrilink.in,+919828892086,Girish Kulkarni (Farmer),True
fa79d226-af8a-4081-be9b-d6bac09bd1a4,11111111-1111-1111-1111-111111111111,a96689a6-ac68-4de1-adcc-7fa7140971e8,farmer.venkatesh.56@agrilink.in,+919845495029,Venkatesh Acharya (Farmer),True
deb587ae-3a92-4b8d-8250-53de3d4bd97d,11111111-1111-1111-1111-111111111111,21d1533f-2c75-46b1-bdc8-32127ec4ec6d,farmer.varun.57@agrilink.in,+919824541967,Varun Acharya (Farmer),True
f7c9b1e4-2815-475e-bdf2-960772bb42fb,11111111-1111-1111-1111-111111111111,a9282b94-109c-449b-af27-dbb6d4ce8d0a,farmer.gautam.58@agrilink.in,+919895282470,Gautam Kumar (Farmer),True
adc9cb32-8813-4c7d-9315-13bcbaf1677f,11111111-1111-1111-1111-111111111111,b77f3b51-6b79-47a8-a1a1-b8ca4995c5f3,farmer.shiva.59@agrilink.in,+919850851122,Shiva Reddy (Farmer),True
1d2547f1-6578-47b4-b4a4-570185644201,11111111-1111-1111-1111-111111111111,111d9a7e-ab8d-47f5-8d10-95e33b8aff64,farmer.sneha.60@agrilink.in,+919870887034,Sneha Bhat (Farmer),True
fafe30f9-9794-41d9-af71-de5e3faeddd4,11111111-1111-1111-1111-111111111111,b415ff1d-f34c-4e0e-960f-bd11d3550b03,farmer.arjun.61@agrilink.in,+919892631441,Arjun Hegde (Farmer),True
d71943ee-108a-4b1c-a85b-d66a4231fb04,11111111-1111-1111-1111-111111111111,cbf86a02-2627-4dc0-940c-18ae843db38a,farmer.deepak.62@agrilink.in,+919841690501,Deepak Kulkarni (Farmer),True
79af261d-2d26-4762-b060-cdf35c6475ce,11111111-1111-1111-1111-111111111111,74e9bbfa-1b1d-435f-9984-f479146f6ea2,farmer.lakshmi.63@agrilink.in,+919835475673,Lakshmi Acharya (Farmer),True
12ef2652-9bb5-4163-89be-9178de5fbf14,11111111-1111-1111-1111-111111111111,db81df0d-0385-42ad-96dc-2602f1ae6870,farmer.pooja.64@agrilink.in,+919854762841,Pooja Gowda (Farmer),True
fd192e33-e784-45ca-9f63-518eecdefbeb,11111111-1111-1111-1111-111111111111,3730c7f1-75b8-4a8a-87a2-5ecc3240c9b8,farmer.aditya.65@agrilink.in,+919838984499,Aditya Rao (Farmer),True
6362910e-ae65-4b2d-9d2f-b7cedef89705,11111111-1111-1111-1111-111111111111,74e9bbfa-1b1d-435f-9984-f479146f6ea2,farmer.pooja.66@agrilink.in,+919829419691,Pooja Gowda (Farmer),True
a93ec7db-1dc2-45d2-92b7-199a184e0a17,11111111-1111-1111-1111-111111111111,024ae1c5-8595-47f8-a6aa-d4e62638422a,farmer.girish.67@agrilink.in,+919811994519,Girish Gowda (Farmer),True
20b568f3-d4d6-4c51-880a-0cf05f29bd10,11111111-1111-1111-1111-111111111111,7cfa432f-b2ab-4cec-bff6-9bef1020bce0,farmer.nandini.68@agrilink.in,+919827013243,Nandini Murthy (Farmer),True
9d624643-6a9f-4b27-b785-e8c8a96c1101,11111111-1111-1111-1111-111111111111,932906c0-d33f-4bde-b426-a2d1766b68b8,farmer.vinay.69@agrilink.in,+919878885632,Vinay Kulkarni (Farmer),True
cd6a617b-fffe-4ae6-ad14-9a9164c88f07,11111111-1111-1111-1111-111111111111,f44e8579-efb7-4262-b71c-04db86dbf3c8,farmer.gautam.70@agrilink.in,+919850484137,Gautam Reddy (Farmer),True
4551d375-cd22-48dc-87b3-5da3bf0b007b,11111111-1111-1111-1111-111111111111,6c1d8592-bdfc-468f-aa24-143280838b4e,farmer.sowmya.71@agrilink.in,+919875802771,Sowmya Chari (Farmer),True
3c19433d-efaa-4daf-8828-3d29610c4452,11111111-1111-1111-1111-111111111111,a9282b94-109c-449b-af27-dbb6d4ce8d0a,farmer.tejas.72@agrilink.in,+919826937148,Tejas Bhat (Farmer),True
ee0245b3-65bc-47ca-b32e-02b0b4e77496,11111111-1111-1111-1111-111111111111,dec3ce49-0d61-49e8-a64f-7eebede5920f,farmer.kishore.73@agrilink.in,+919870896652,Kishore Pujari (Farmer),True
ccab0184-e56c-4a38-a898-e676f339da1b,11111111-1111-1111-1111-111111111111,3cb48e7e-5b23-41d3-ae54-cbc54b595944,farmer.aditya.74@agrilink.in,+919870606674,Aditya Rao (Farmer),True
d5df2476-d0c5-4b34-8270-f16a2efe1c2d,11111111-1111-1111-1111-111111111111,5d74524d-6c3f-4dd7-ae9c-17f33c973e16,farmer.sowmya.75@agrilink.in,+919851949529,Sowmya Chari (Farmer),True
54fc4d7a-eb4c-457f-9f1f-e0167c228cf9,11111111-1111-1111-1111-111111111111,ce9611b0-871a-43e3-a969-95d2c3d3f594,farmer.vinay.76@agrilink.in,+919821457410,Vinay Patil (Farmer),True
4b67a9d8-3a5b-4900-84fd-a67efbb88b7f,11111111-1111-1111-1111-111111111111,3730c7f1-75b8-4a8a-87a2-5ecc3240c9b8,farmer.aditya.77@agrilink.in,+919885374852,Aditya Reddy (Farmer),True
cd5a064f-9747-4b08-886f-3c4fd0cf5a44,11111111-1111-1111-1111-111111111111,b9b42a0d-3ca5-4969-87b8-94668c56dfb1,farmer.bharath.78@agrilink.in,+919890585678,Bharath Reddy (Farmer),True
a8611299-298c-416a-9f72-bf92ded589f7,11111111-1111-1111-1111-111111111111,44f8fbd8-8b07-4ac7-9fb6-b74ff9e66aff,farmer.siddarama.79@agrilink.in,+919824524825,Siddarama Deshpande (Farmer),True
115f523a-d2f9-48f3-9065-340ea073310d,11111111-1111-1111-1111-111111111111,44f8fbd8-8b07-4ac7-9fb6-b74ff9e66aff,farmer.prajwal.80@agrilink.in,+919867594492,Prajwal Sharma (Farmer),True
6737f810-5e6b-4d03-b315-c31d1df4199f,11111111-1111-1111-1111-111111111111,2257ffa6-db77-4d2b-9d5d-09ca44df001c,farmer.manjunath.81@agrilink.in,+919851471222,Manjunath Shetty (Farmer),True
3d454127-9211-4503-bc36-4818d7d9ce0e,11111111-1111-1111-1111-111111111111,8ccc880e-65fb-43ed-8f47-d05767d703e5,farmer.siddarama.82@agrilink.in,+919819339597,Siddarama Sharma (Farmer),True
a3f01b2a-ddb3-4d55-b263-b07c775dd1da,11111111-1111-1111-1111-111111111111,f4b442af-096e-40de-9de6-4170e6850236,farmer.deepak.83@agrilink.in,+919870887307,Deepak Acharya (Farmer),True
7c9212ba-ba2e-42f0-8438-e76096a96dc7,11111111-1111-1111-1111-111111111111,7cfa432f-b2ab-4cec-bff6-9bef1020bce0,farmer.neha.84@agrilink.in,+919830881581,Neha Patil (Farmer),True
efa6d4bb-d246-49c5-ab00-d99cf7d44a1a,11111111-1111-1111-1111-111111111111,883c4dda-da7a-403a-818e-0e9a55b29c32,farmer.roopa.85@agrilink.in,+919891480362,Roopa Chari (Farmer),True
c664a261-3c61-4693-b1a2-540de150b251,11111111-1111-1111-1111-111111111111,3cb48e7e-5b23-41d3-ae54-cbc54b595944,farmer.girish.86@agrilink.in,+919824883373,Girish Swamy (Farmer),True
f47f9e34-542e-4aa2-bb21-7fc85b72ec9e,11111111-1111-1111-1111-111111111111,becb3e94-fdc2-4b85-928f-958b8b5651ee,farmer.rakshith.87@agrilink.in,+919863051354,Rakshith Reddy (Farmer),True
83d1914a-989e-4f20-b4af-a763211f5b27,11111111-1111-1111-1111-111111111111,f0378097-9dd5-4de3-ab89-c015e9797997,farmer.rakshith.88@agrilink.in,+919844295247,Rakshith Rao (Farmer),True
858eb319-5ea8-49e0-9e8c-2cc86f7f246b,11111111-1111-1111-1111-111111111111,024ae1c5-8595-47f8-a6aa-d4e62638422a,farmer.bharath.89@agrilink.in,+919861030579,Bharath Shetty (Farmer),True
0a9365f3-50bf-434f-8a25-d82d0352b0a9,11111111-1111-1111-1111-111111111111,cc31069d-510b-4485-96c6-3d554f0f93c0,farmer.anand.90@agrilink.in,+919868548403,Anand Acharya (Farmer),True
d6dfc0b1-f9f5-4970-830a-b5f32148c5d2,11111111-1111-1111-1111-111111111111,4fb8f0b4-e9bb-4596-9c00-ef9562f88ebe,farmer.neha.91@agrilink.in,+919848858073,Neha Acharya (Farmer),True
a4f07f92-3935-487a-8d08-32acb720da27,11111111-1111-1111-1111-111111111111,932906c0-d33f-4bde-b426-a2d1766b68b8,farmer.gautam.92@agrilink.in,+919821828592,Gautam Kulkarni (Farmer),True
6b4b210f-4d68-4a44-8dab-271cfa0a9aaa,11111111-1111-1111-1111-111111111111,38ffedd5-19c1-4bfe-87d8-c6007f964765,farmer.varun.93@agrilink.in,+919820555833,Varun Acharya (Farmer),True
8354a6bd-1e0c-4873-ba9b-1907f42db022,11111111-1111-1111-1111-111111111111,b46042e1-94c8-4586-b854-8ae87b6760d4,farmer.meghana.94@agrilink.in,+919878515906,Meghana Shetty (Farmer),True
ab4b2612-4079-40e5-91e2-cf4538e6d1cc,11111111-1111-1111-1111-111111111111,9149ad34-73c3-4543-b6dd-4ca74bdec3b1,farmer.shilpa.95@agrilink.in,+919841711468,Shilpa Swamy (Farmer),True
c46e1796-7099-4bca-b49e-d75a46aa7392,11111111-1111-1111-1111-111111111111,b46042e1-94c8-4586-b854-8ae87b6760d4,farmer.pooja.96@agrilink.in,+919833776150,Pooja Bhat (Farmer),True
8ff8f4a5-6adc-4e2d-acf6-044dd4e0e5bb,11111111-1111-1111-1111-111111111111,472e74f1-a782-44d4-88c0-8a01d8240482,farmer.neha.97@agrilink.in,+919830261159,Neha Prasad (Farmer),True
2ebd00b4-691a-4ebe-8c04-030a741e9a91,11111111-1111-1111-1111-111111111111,b9534d3d-3edd-40f0-ae93-6aad2c6a1816,farmer.prajwal.98@agrilink.in,+919857236885,Prajwal Sharma (Farmer),True
fde46884-adb9-4c11-b350-5a22a455ecc7,11111111-1111-1111-1111-111111111111,1c885475-3b7a-4bd6-bd44-b630972622d2,farmer.suresh.99@agrilink.in,+919848530827,Suresh Reddy (Farmer),True
297887bf-be54-4e08-b5ac-9c1f8a60c6ad,11111111-1111-1111-1111-111111111111,6925b4a4-55d7-4449-b437-471cd7eef24b,farmer.karthik.100@agrilink.in,+919815505975,Karthik Sharma (Farmer),True
2d3c29a8-64a7-4a4b-8416-1cc716dd7e41,11111111-1111-1111-1111-111111111111,00c17229-8f1c-458b-9d9e-947ed3f8383a,farmer.pooja.101@agrilink.in,+919830248230,Pooja Deshpande (Farmer),True
18cbc489-f924-4d7b-a401-b77bd8c4ebd0,11111111-1111-1111-1111-111111111111,d430e2c2-20af-41b1-814b-7f5361c2bfaf,farmer.venkatesh.102@agrilink.in,+919815253567,Venkatesh Pujari (Farmer),True
297f49f2-a80d-4a30-9dc2-539bc4832f7a,11111111-1111-1111-1111-111111111111,30958fc8-e901-45fe-a4c6-98e4dab06797,farmer.rahul.103@agrilink.in,+919860043345,Rahul Shetty (Farmer),True
295d0d37-cabb-449f-a35c-315c12e87b98,11111111-1111-1111-1111-111111111111,1613b60f-6a1b-45b0-8ff5-2352956c4c04,farmer.pooja.104@agrilink.in,+919818846539,Pooja Reddy (Farmer),True
d31dab8a-3529-419b-bcbc-6bec58d1647c,11111111-1111-1111-1111-111111111111,1613b60f-6a1b-45b0-8ff5-2352956c4c04,farmer.gowramma.105@agrilink.in,+919820939011,Gowramma Bhat (Farmer),True
70c26370-a9dd-46db-9a96-22801ad48490,11111111-1111-1111-1111-111111111111,708e1b09-4951-4ff8-bc7b-7d9a287bd232,farmer.sowmya.106@agrilink.in,+919821370793,Sowmya Bhat (Farmer),True
ff296733-c72c-4ab7-87a5-bd2d86edb5a4,11111111-1111-1111-1111-111111111111,e9537279-1dea-4724-953d-f18846142b0f,farmer.rahul.107@agrilink.in,+919878248169,Rahul Patil (Farmer),True
9a8d39b9-45e4-4bb9-851c-8d20e7523689,11111111-1111-1111-1111-111111111111,883c4dda-da7a-403a-818e-0e9a55b29c32,farmer.deepak.108@agrilink.in,+919835770506,Deepak Prasad (Farmer),True
f84df46d-e323-4e22-bec3-ff2bd152ccd4,11111111-1111-1111-1111-111111111111,efc97c6d-26d5-49b2-b9c2-14b7b8f7a8d5,farmer.darshan.109@agrilink.in,+919882446804,Darshan Hegde (Farmer),True
da13e8b3-aaf6-4003-ab18-9f3edefd0d0c,11111111-1111-1111-1111-111111111111,708e1b09-4951-4ff8-bc7b-7d9a287bd232,farmer.gautam.110@agrilink.in,+919860562485,Gautam Bhat (Farmer),True
2e3f0a6f-4790-4969-95a8-6b0cbf5b169e,11111111-1111-1111-1111-111111111111,30958fc8-e901-45fe-a4c6-98e4dab06797,farmer.suresh.111@agrilink.in,+919841880763,Suresh Chari (Farmer),True
94f11d79-25c7-4095-a758-decfdd5eaabc,11111111-1111-1111-1111-111111111111,a94d3860-4b6c-4c8e-a06f-2a337483df22,farmer.sneha.112@agrilink.in,+919872950208,Sneha Kumar (Farmer),True
ab82a9c8-9012-4c06-b8ee-149440135336,11111111-1111-1111-1111-111111111111,16878a43-9d8e-4922-978f-85f02df7cbba,farmer.karthik.113@agrilink.in,+919877498993,Karthik Naik (Farmer),True
97125298-fec2-4da9-87a6-336595636994,11111111-1111-1111-1111-111111111111,a112d99f-b239-4b73-b722-46ecd20b46a4,farmer.gowramma.114@agrilink.in,+919859823245,Gowramma Reddy (Farmer),True
0686782c-c111-4be9-962f-a84b597fb591,11111111-1111-1111-1111-111111111111,3a69cece-d091-41b9-990f-747a4ee77301,farmer.darshan.115@agrilink.in,+919846613428,Darshan Patil (Farmer),True
c1704a44-5aa7-4d85-ba88-edbec5591985,11111111-1111-1111-1111-111111111111,6064f80b-833f-40d5-9390-ab7ddba06669,farmer.venkatesh.116@agrilink.in,+919856920514,Venkatesh Kumar (Farmer),True
983fcee0-0e77-4bcb-817a-e993350bab88,11111111-1111-1111-1111-111111111111,364f021c-2da4-4e5e-a38f-8e15d6159224,farmer.priya.117@agrilink.in,+919861830338,Priya Swamy (Farmer),True
54f29052-4112-4ea9-bd9b-e9d79570a0bf,11111111-1111-1111-1111-111111111111,1613b60f-6a1b-45b0-8ff5-2352956c4c04,farmer.tejas.118@agrilink.in,+919829602406,Tejas Hegde (Farmer),True
e2be6ff9-75ff-429d-9335-7fe88a71e8f5,11111111-1111-1111-1111-111111111111,62d36ae1-eddb-426c-9e2a-580e7623a02d,farmer.vinay.119@agrilink.in,+919810704803,Vinay Kulkarni (Farmer),True
c96c2cf9-9234-449a-b8ff-c258c54bafe8,11111111-1111-1111-1111-111111111111,09e169fd-18f2-4e4b-99e5-9ed533ff3976,farmer.siddarama.120@agrilink.in,+919880836292,Siddarama Verma (Farmer),True
a2d54c4f-f277-49f8-8efe-a1a95ab1eaf2,11111111-1111-1111-1111-111111111111,0a29495c-3c3b-4000-8a06-033d9420bb72,farmer.girish.121@agrilink.in,+919866348030,Girish Reddy (Farmer),True
b3c0a3b4-5762-4304-9c41-3f95762e7b43,11111111-1111-1111-1111-111111111111,161c8dc6-3668-4a8a-9feb-2a067189b548,farmer.chandrashekar.122@agrilink.in,+919894819556,Chandrashekar Verma (Farmer),True
0df56e49-366e-4387-a5a7-2f3c7e58180d,11111111-1111-1111-1111-111111111111,62d36ae1-eddb-426c-9e2a-580e7623a02d,farmer.bharath.123@agrilink.in,+919857354167,Bharath Gowda (Farmer),True
